#OTUID	domain	phylum	class	order	family	genus	species
72223205a07f89423a3a8db188605729	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Planotetraspora	
7fe7ddc0019c485c136072c3bea4f463	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured	
dc50dd54435b6007732f2be96f541f86	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured	
9c6d27b010ab1e78641616b8e8e9ba88	Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	uncultured	
5d0ef4c4067df4e28213b720abb987af	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	
66b4a55b39e893f6455e0856a3be2940	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Incertae_Sedis	
c1ef7f1f61e48d4f6969bb7b3cde0110	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Incertae_Sedis	
82905d9af2e0ca331dcb1b79ec8d3e3e	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	
ccf54cb16f1d914f0172fdd4a8bedc80	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	cvE6	
46e31308463e158f0fd950c41a74c23f	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	
ab964016e3bc5400dc96d918db7312e1	Bacteria	Firmicutes	Clostridia	Clostridiales	uncultured	uncultured	
593f09278e82fef58630a26d423fe019	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	
e2ebc57b27503d7f2406d39af4ed8265	Bacteria	Actinobacteriota	Acidimicrobiia	uncultured	uncultured	uncultured	
e7031eaa3b9f46147714f34450877990	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	
392fd537c81df548a16696df627c318c	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	
36772e7c4d1a6b47a1d63840f17cc258	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacteriaceae	
5c78e9f90c51ccded020cf0bc61a49bb	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	
13b5b402a23894ffcf4edda49bddcf64	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	
748df11d0e67e7b1e428bc143e5ddc63	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	
dd80e77c683de4b4f575d238ba9546db	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	
a0d57faf507eded52286714ab39f2bbb	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Lysinimonas	
58270a3a0c8fc92ce82bfded47178762	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Corallococcus	
ff1cc538129804ce206537f0b67d5c90	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Paludisphaera	
49dda6c8244fe6089ca210b75626294e	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	
6572e5f7f7ab5213babd6201c93a9b87	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	
5acb983e124e1c4d5e00db51183c3f02	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	
d30edee2479339a51f6cc4d3ae926d44	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	
6832b44803f63f103bf3e854974be476	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	endosymbionts	
58f78b4ccdf822edb0f4fa546ed35de0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	
fe58ba05dbec8b172ff575707e60d711	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	
86414b537a908e46e1afbda89969b234	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	
9d0ce9867aeb8384c0b100697ee97c92	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	LWQ8	
5ed1c20812ef1f23310ddc5f4444181f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	
82690583ca0834bb057ad1ca5eb11853	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola	
ab790941e51508357d267e942c04e54a	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Sanguibacteraceae	Sanguibacter	
bd227e01f04f4ab60fa400058aa31176	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	
80f5286afbc4a7936f885f6eab3a16d9	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Frankia	
972d56bd32b794b66cf208372604b84a	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Phycicoccus	
7ecc4735f29d6d8fdeb8f270623be04c	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	
0bcccb7fc9bcadb1c32a3bf5b99a0859	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	
6b3d28bff608acfdbe79584160334460	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	
db674950f8e1a79a3286e8f1867eee4a	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisphaera	
03dfae327a396dfc6e6f5fc54872b0d0	Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group	
269283cd55eb79bf42267277c8b5befe	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas	
19eca3e6dbe87a11a91229de13ffee72	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaeraceae	
df1d606f9cc90b53fa16f403c37eedc9	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	
ca8cc8ff516c6f84be7eb87154852fc7	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	
c3dff53c3736fee7b77e2e81863dc6d4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	
7e299993be23fe9d132ca90b6668d7bb	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured	
2a88509b91382a1bc62c6334f5115de5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	
5c0909498baf93f1f49b9d9a489ee90f	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineococcus	
77407c1606d61c8dae6882863b920902	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Corallococcus	
cced00e35b2f4e1fe9b019ab65b565ce	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus_Protochlamydia	
e40e71bf6999e768fce01ee8213523c8	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	
1bfbe69ea680400b73fb5e4fba736dd4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	endosymbionts	
693ad91ad02b075a3ceb786c95897179	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	
ac8520a5b55ac96c3e7aa18dc09cc506	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	
308df1fb41d807a16562a9960b47db39	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	
4f9b0c94543d2720de3258e6cacd3ddb	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	uncultured	
e731502d54e7f6ae82861c31ea2f00ef	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured	
d3e019ee9b80aa7e8a9141de1a470f4e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Beijerinckia	
fdb5af369ca185dc6ab04fe00134deda	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	
50070794278909657c528ef3bdef1a97	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	
a06f77f797df2e3e065ba70ff167591e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	
6d820bd78231f73203031ee7b1547850	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	
3e243b36e7ed3e97a2dd04df5da706f5	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Demequinaceae	Demequina	
968e6a753b3ce87b192ff4b099bdc7c0	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	
f2e4e0cac61a8dfbf5f090e3cec33403	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	
1f4f3d3ac7ee6cca4efc8dcec2178335	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	
23a054c0b89cacf699817b564b4d12c8	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	
f78cc2e4561ce40a875a988224a107dc	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	
d6b5dc3c5f675d5572ac941bae2dcfd4	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	
2a78a151b9ea15b93b5149feb0c6f444	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermacoccaceae	Allobranchiibius	
f9026e1d461c7dbcc4350b884aebed5d	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Incertae_Sedis	
537643c41efb4e407dba3325cb998a6d	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Paeniglutamicibacter	
617965e559418bdfac80be961df1553c	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Dickeya	
81fb4e5121e4a9fbd92263676738306f	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	UCG-004	
bf6321a3c14efa0349736f3695b2d0cf	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	
2b56dbcbe11f8c062aa04964ae945216	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	
c8cb959897a9fb1e6ecaf664b9f3ff88	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	
811e2c3ca53c492992064163fc32982e	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured	
1e5eebb4a60f3e81e49ac4cfac21efef	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	
61e8f787b8d28f84a5b30a2d76aa851b	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	
427d5a108a1a06864d459ca57a93489b	Bacteria	Proteobacteria	Gammaproteobacteria	uncultured	uncultured	uncultured	
ddec2502b3c466b7306f3993eabe74f4	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	
0ed4dfc870061290ec2fa8d27e9cf606	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	
a0106b9a5f602f781d76e1f522dd86fa	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	AKYG1722	
a920c04503683da09e3c047cf2174e4c	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	
78d2353d11fe9e4a8a5976115cf6ae57	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Corallococcus	
5bd949b70c1b152c19b4c7ed2c4890c0	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	
57966274a084da1544298b4cd9313880	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	
737896617d50a2b486f9d68b67fc9528	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	
9e505daaaf47f0e41f719513cec08145	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	
18985f14809c1e383a079581a47452c8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	
ecb385807c365feb75c61a6e629b82e3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	
3ecca85e59c902ac3f74fb12ac966ebb	Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	Ruminiclostridium	
b8896252a2754b888d8cb933b41fa06c	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Pseudoclavibacter	
9e237c5f74bbc20839a85477a9645ab1	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	
49e2fdcebf89d49e3424aa7ba19fc7e7	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
b62f3d109ef9c805e86d2b0e12d8e1a3	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	
aa871889d10a2246cf6e816ac647551c	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Corallococcus	
7ac95c69ee75e2f2d704a6d7ff43d059	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermacoccaceae	Allobranchiibius	
51d704458feb819ec891c3f0e58eec43	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	
3a48cb42dfd05c8b0f3d02f2d880170d	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	uncultured	
2c7f60271d5ebe06d93e4d03c4fde600	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	
0fddcbad730c5a99c1b7ed64825f4636	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
b56c9386936f79cca6131ed74b84894f	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured	
50a57cdcb9d8bcc6b05c08cf2492d322	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	
93657d63bdf38e9b2eaf19378b61e1ba	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineococcus	
acc2d40316d48ad9110fa93cc49bea43	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineococcus	
d43153e2d8e3a2083453ff9ee3717e64	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	
b9301e82f8992c3a8b92954e84bbb847	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	
93c848ba45f005d40943baed2aa79470	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	
ad96541a353fc6b2cb481463c44f901f	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured	
d565605ed950dbfe3492b5c4153bf56c	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Modestobacter	
c08e3c7024081c94e41c75fcf0edf5a2	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	
b306b305fd1e6de902363b591fd28fac	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	
2e8f0c97f80c9c7e70ca72c5faca0a0b	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Planotetraspora	
373cbe7ce13e80994d60e5507a206067	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	
9604d76ae78c62b56598ccd8f6a294a0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	
f5bebbd6dd1329f82b180dfb1c97dcdb	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	uncultured	
e195b1bc8fc9cbbffd939e906111752e	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	
d6de3d16818bba5257473991757fd003	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	
c4730fa3bc7a6c9b0ac42651bc0528cb	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Pseudoclavibacter	
255d47ea90dba26cda76ad18f9866605	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	
13caf50993545b35f38b7e5464ec3a66	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	
bb3a857395c9955ccaa8f3e67bcde761	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia	
705c9d4043541bb9ecbbf45e1ba80d55	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	URHD0088	URHD0088	
a7d6c579cb23bdd9470050949e46091f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
882478194bbb56d157e9bf9059115b15	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	
cf6490500c22bc73759febe7d2238e56	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	
aaadac1c826c9be1b9cb4f228345e405	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	
4d1eef7510e5eaaa0ecd670b9288a916	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	
726511639c9b4e6334d37e59eb887e68	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Dickeya	
3c7913d8a3202c7308495cdbd19e181d	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera	
b3fc19acf3e9be8895d35f9ab3eb8169	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineosporia	
379fabb4616456a7195d9feec3a78722	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Bauldia	
a583329200dd22ff501f086acab67901	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NC2004_group	
2bf22cbd4163dd77d84ead6c5734558b	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	
e97ce43a28ed89e607fa5ab921296254	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	uncultured	uncultured	
5f864d7d6f326a7043489ce09c7b0667	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
418b217668eda8ede7cdf65569420021	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Afipia	
4c7db2b9317109560e8a29da2f30b075	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	
fae88675c5951ca89be7f4a8753960ac	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	
6b972994df574a538f46926797b22993	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosporobacter	
307e7a0f756e5ec8705d5202039f5254	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Sorangium	
0b2def2e6a5d1197f3d861a40fb6ad47	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	
188bbc3efdb727840b1331c62fc1a2cb	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	
7acf7ee70b0b6721c556802d2271c40a	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	
d8240a3d79a30c915da4f9b32e45f586	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	
ff0c61606583df1a59ad988a2d8316b5	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256	IMCC26256	
95b320b027ddf86ce80c3709e4f9c1b3	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	
45cf8e11a2bfdbd4480c938b9ac7f360	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	
5e3a5a0ba253e29e00cfe14809620d9c	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	
7765e9b96d27bbce92b158e228a1be20	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	
26544490ec6d774b0d58bd1df0252c04	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	
7d3d773f3189e08089ad57fbed6c126d	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	uncultured	uncultured	
7b5876281a10460743e72aa295722d3d	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	
058cd03ad28f47e0bd62421b382796a9	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	
b465a8e5d83fef99827aae5d7bc46231	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Asanoa	
c17761545ba339635eda58534a686cdc	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	
e899e08b11d5a0afee3e228ddcdd445b	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	
0eef01313abb329ecce0f8efaac3cb4f	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus_Alysiosphaera	
132c02b445fe3df08f4369c445179692	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	
7dd1e5a3598bcdb8c44b204090706bd6	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lechevalieria	
64585f574df8b513e0d630bde8b46097	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	uncultured	uncultured	
9cb2293272db4f76f7a0a96a584ac984	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	
06353e2d9539840102512e2909f1bbfa	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Starkeya	
295d0ca0b9ca4ef9b4aa38ddaa116f80	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	
bbfea4c5634b8d803b79a114e0173a48	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	
8cd1f1fc5e5dab85a0f7a3dd00354083	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Sorangium	
9e0f351088d8e707528233dbf46b181a	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	
fafce661e9e6fa0315f67d2fab1225a4	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	
4b2b7f2f3c6904c1d228d4a4e2960ca8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	
8277f9d2194013d1f2c2d38ec04f8773	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	
bff90f5fedd2350867ac41388c59a4c4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	
6f5f815025cd03988345ba7c7c3c1ee7	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	
dc8d61daf7104bb4eae59e93e6df6bc5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	
67769c8f22c1d02ee664ed0f77a3e246	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	
64d356d893c1a132a35923ac06650fdb	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	
8a200cd06a183da2a8e225a0b8a7e418	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	
06f3d0dfa8b2ae99fb07f63378e9ceb7	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium]_coprostanoligenes_group	[Eubacterium]_coprostanoligenes_group	
359b24f59d4c2e91d6e5b8b7bad9d91d	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Kitasatospora	
41904f7f837851ba5d1d96d85ebd9c1c	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Tepidibacillus	
305296cadef8a76df0966cab70043a2b	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	AKYG1722	
fb26d5a41af4f5ac451ac1bdc8e09440	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	
8825ae5ebcf0ce4fac74815ef31db5cc	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
356fa5c1096eca21719987cfcf565d7a	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	
1e600a249438ba04a2deb6e1e0301eb6	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Diplorickettsia	
5a352f6e2b7d570fef4c7e9e9ba8421a	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	
abb10026a6047afa644693b968f466e4	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	
1876fbb594c91f1728a8c148a005fca5	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	
a256706e6228b06d3e52b33b06a582a7	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	
9979667f521126717cb2d4f9e61e0f76	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	
6216024e93f3d670483f634f8313fc1b	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	
17c9af6261cd24c35c1acd46b9f4b114	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	
