SpeciesID	ringX	ring	species	lifestage	sampdate	hatchdate	plot	box	zone	radiation	wingmm	age	massg	sex	microbiome	clutch_size	brood_size	forest_type	hatch_value	body_condition	categoryHC	cont_label1	cont_label2	species_label	category
X190	X190	190	GT	adult	27.5.2021	NA	GLUBO	126	H	10.2	71	NA	17.6	F	Y	10	10	birch	NA	0.405289053	GTaH	Contaminated	Con	P. major	GTa
X195	X195	195	GT	adult	27.5.2021	NA	GLUBO	121	H	8.93	75	NA	17.8	M	Y	13	13	birch	NA	-0.145879459	GTaH	Contaminated	Con	P. major	GTa
X196	X196	196	GT	adult	27.5.2021	NA	GLUBO	130	H	13.7	71	NA	17.4	F	Y	11	11	birch	NA	0.205289053	GTaH	Contaminated	Con	P. major	GTa
X197	X197	197	GT	adult	27.5.2021	NA	GLUBO	128	H	13.2	70	NA	15.2	F	Y	12	12	birch	NA	-1.806918819	GTaH	Contaminated	Con	P. major	GTa
X202	X202	202	GT	adult	27.5.2021	NA	GLUBO	135	H	18.7	76	NA	19.3	M	Y	12	12	birch	NA	1.166328413	GTaH	Contaminated	Con	P. major	GTa
X203	X203	203	GT	adult	27.5.2021	NA	GLUBO	135	H	18.7	73	NA	18.7	F	Y	12	12	birch	NA	1.129704797	GTaH	Contaminated	Con	P. major	GTa
X217	X217	217	GT	adult	27.5.2021	NA	KOS	149	C	0.3	73	NA	18	F	Y	11	11	birch	NA	0.429704797	GTaC	Uncontaminated	Unc	P. major	GTa
X301	X301	301	GT	adult	27.5.2021	NA	KOS	153	C	0.181	72	NA	18	F	Y	9	9	birch	NA	0.617496925	GTaC	Uncontaminated	Unc	P. major	GTa
X314	X314	314	GT	adult	28.5.2021	NA	STECH	30	C	0.1	71	NA	16.3	F	Y	11	9	birch	NA	-0.894710947	GTaC	Uncontaminated	Unc	P. major	GTa
X319	X319	319	GT	adult	28.5.2021	NA	STECH	25	C	0.1	74	NA	19.3	F	Y	6	5	birch	NA	1.541912669	GTaC	Uncontaminated	Unc	P. major	GTa
X320	X320	320	GT	adult	28.5.2021	NA	STECH	22	C	0.1	73	NA	19.5	F	Y	7	7	birch	NA	1.929704797	GTaC	Uncontaminated	Unc	P. major	GTa
X324	X324	324	GT	adult	28.5.2021	NA	YAM	107	C	0.158	72	NA	16.9	F	Y	9	9	birch	NA	-0.482503075	GTaC	Uncontaminated	Unc	P. major	GTa
X329	X329	329	GT	adult	29.5.2021	NA	YAM	113	C	0.3	73	NA	17.6	F	Y	11	11	birch	NA	0.029704797	GTaC	Uncontaminated	Unc	P. major	GTa
X330	X330	330	GT	adult	29.5.2021	NA	YAM	113	C	0.3	NA	NA	17.3	M	Y	11	11	birch	NA	NA	GTaC	Uncontaminated	Unc	P. major	GTa
X331	X331	331	GT	adult	29.5.2021	NA	YAM	116	C	0.3	71	NA	17.7	F	Y	8	8	birch	NA	0.505289053	GTaC	Uncontaminated	Unc	P. major	GTa
X341	X341	341	GT	adult	29.5.2021	NA	YAM	108	C	0.158	72	NA	18.2	M	Y	11	11	birch	NA	0.817496925	GTaC	Uncontaminated	Unc	P. major	GTa
X347	X347	347	GT	adult	30.5.2021	NA	RED3	4	H	33	73	NA	17.7	F	Y	11	11	birch	NA	0.129704797	GTaH	Contaminated	Con	P. major	GTa
X348	X348	348	GT	adult	30.5.2021	NA	RED3	8	H	38	75	NA	17.5	M	Y	11	10	birch	NA	-0.445879459	GTaH	Contaminated	Con	P. major	GTa
X350	X350	350	GT	adult	30.5.2021	NA	CHISTO	90	H	NA	70	NA	18.5	F	Y	10	NA	birch	NA	1.493081181	GTaH	Contaminated	Con	P. major	GTa
X358	X358	358	GT	adult	30.5.2021	NA	RED1	61	H	4.2	81	NA	20.6	M	Y	8	8	birch	NA	1.527367774	GTaH	Contaminated	Con	P. major	GTa
X367	X367	367	GT	adult	31.5.2021	NA	GLUBO	126	H	10.2	72	NA	17.2	M	Y	10	10	birch	NA	-0.182503075	GTaH	Contaminated	Con	P. major	GTa
X377	X377	377	GT	adult	31.5.2021	NA	GLUBO	138	H	9.3	75	NA	17.9	F	Y	11	11	birch	NA	-0.045879459	GTaH	Contaminated	Con	P. major	GTa
X381	X381	381	GT	adult	2.6.2021	NA	GLUBO	137	H	9.1	72	NA	16.5	F	Y	13	7	birch	NA	-0.882503075	GTaH	Contaminated	Con	P. major	GTa
X5	X5	5	GT	adult	23.5.2021	NA	C2	1	C	0.078	77	NA	18.1	M	Y	11	9	birch	NA	-0.221463715	GTaC	Uncontaminated	Unc	P. major	GTa
X53	X53	53	GT	adult	23.5.2021	NA	C1	14	C	0.077	75	NA	17.2	M	Y	10	7	birch	NA	-0.745879459	GTaC	Uncontaminated	Unc	P. major	GTa
X65	X65	65	GT	adult	24.5.2021	NA	STECH	16	C	0.1	76	NA	17.6	F	Y	7	7	birch	NA	-0.533671587	GTaC	Uncontaminated	Unc	P. major	GTa
X68	X68	68	GT	adult	24.5.2021	NA	STECH	20	C	0.1	75	NA	18.5	F	Y	11	11	birch	NA	0.554120541	GTaC	Uncontaminated	Unc	P. major	GTa
X75	X75	75	GT	adult	24.5.2021	NA	STECH	21	C	0.1	73	NA	15.5	F	Y	10	10	birch	NA	-2.070295203	GTaC	Uncontaminated	Unc	P. major	GTa
X80	X80	80	GT	adult	24.5.2021	NA	STECH	23	C	0.1	74	NA	17.8	F	Y	12	9	birch	NA	0.041912669	GTaC	Uncontaminated	Unc	P. major	GTa
X89	X89	89	GT	adult	24.5.2021	NA	STECH	27	C	0.1	NA	NA	17.9	F	Y	8	8	birch	NA	NA	GTaC	Uncontaminated	Unc	P. major	GTa
X94	X94	94	GT	adult	24.5.2021	NA	STECH	28	C	0.1	73	NA	16.9	F	Y	10	10	birch	NA	-0.670295203	GTaC	Uncontaminated	Unc	P. major	GTa
X95	X95	95	GT	adult	24.5.2021	NA	STECH	24	C	0.1	74	NA	16.4	M	Y	11	11	birch	NA	-1.358087331	GTaC	Uncontaminated	Unc	P. major	GTa
X96	X96	96	GT	adult	24.5.2021	NA	STECH	24	C	0.1	73	NA	17.6	F	Y	11	11	birch	NA	0.029704797	GTaC	Uncontaminated	Unc	P. major	GTa
